approvedSymbol,Druggable Family,ENSG
ARHGEF15,No,ENSG00000198844
SPANXN5,No,ENSG00000204363
OR2J1,No,ENSG00000204702
GPR20,Yes,ENSG00000204882
MBD3L4,No,ENSG00000205718
NANOGNB,No,ENSG00000205857
TRBV6-1,No,ENSG00000211706
DNLZ,No,ENSG00000213221
KRTAP10-4,No,ENSG00000215454
IGSF23,No,ENSG00000216588
OR5K1,No,ENSG00000232382
RBM14,No,ENSG00000239306
UGT1A10,No,ENSG00000242515
SMIM36,No,ENSG00000261873
TAF11L9,No,ENSG00000283988
ST7,No,ENSG00000004866
CDKL5,Yes,ENSG00000008086
APPBP2,No,ENSG00000062725
HIPK2,Yes,ENSG00000064393
TNFRSF1A,Yes,ENSG00000067182
UBE2T,No,ENSG00000077152
WDR70,No,ENSG00000082068
MAP3K4,Yes,ENSG00000085511
ADAMTS2,No,ENSG00000087116
TREM2,No,ENSG00000095970
CATSPERG,No,ENSG00000099338
CYB5B,No,ENSG00000103018
GATA3,No,ENSG00000107485
PFN1,No,ENSG00000108518
ARPC3,No,ENSG00000111229
ST8SIA4,No,ENSG00000113532
REG1A,No,ENSG00000115386
SPR,No,ENSG00000116096
RECK,No,ENSG00000122707
STAMBP,No,ENSG00000124356
SRMS,Yes,ENSG00000125508
RRBP1,No,ENSG00000125844
MRPS26,No,ENSG00000125901
CALML4,No,ENSG00000129007
ZNF141,No,ENSG00000131127
SLC6A6,Yes,ENSG00000131389
KCNC3,Yes,ENSG00000131398
DIAPH1,No,ENSG00000131504
CLEC10A,No,ENSG00000132514
SDF2,No,ENSG00000132581
LGALS12,No,ENSG00000133317
SORT1,No,ENSG00000134243
ATP5MC2,No,ENSG00000135390
PLXNC1,No,ENSG00000136040
TMEM63B,No,ENSG00000137216
SINHCAF,No,ENSG00000139146
SBNO1,No,ENSG00000139697
NT5DC4,No,ENSG00000144130
EIF2B5,No,ENSG00000145191
RMND5B,No,ENSG00000145916
HSD17B12,No,ENSG00000149084
ZP1,No,ENSG00000149506
NEK7,Yes,ENSG00000151414
PTPRO,No,ENSG00000151490
G6PC2,No,ENSG00000152254
DDX4,No,ENSG00000152670
CDYL,No,ENSG00000153046
CMTM7,No,ENSG00000153551
N6AMT1,No,ENSG00000156239
PRG3,No,ENSG00000156575
GLYATL2,No,ENSG00000156689
UTP14A,No,ENSG00000156697
CLPB,No,ENSG00000162129
NTNG1,No,ENSG00000162631
FZD5,No,ENSG00000163251
HIPK1,Yes,ENSG00000163349
PGRMC2,No,ENSG00000164040
RICTOR,No,ENSG00000164327
IFI27L1,No,ENSG00000165948
GARRE1,No,ENSG00000166398
PCMTD1,No,ENSG00000168300
STAT3,Yes,ENSG00000168610
DRD5,Yes,ENSG00000169676
TCAF2,No,ENSG00000170379
CDH2,No,ENSG00000170558
STAT2,No,ENSG00000170581
HSPA4,No,ENSG00000170606
TRIM8,No,ENSG00000171206
KCNK3,Yes,ENSG00000171303
ARNT2,No,ENSG00000172379
CES4A,Yes,ENSG00000172824
RNF213,No,ENSG00000173821
DNAJC30,No,ENSG00000176410
KCNA2,Yes,ENSG00000177301
TAS1R2,Yes,ENSG00000179002
ZNF594,No,ENSG00000180626
SLC2A4,No,ENSG00000181856
ACSM5,No,ENSG00000183549
BTBD9,No,ENSG00000183826
ANKS1B,No,ENSG00000185046
NBPF6,No,ENSG00000186086
H1-6,No,ENSG00000187475
BSPH1,No,ENSG00000188334
FUT4,No,ENSG00000196371
TSC22D2,No,ENSG00000196428
HLA-DQA1,No,ENSG00000196735
ADH5,Yes,ENSG00000197894
POU3F3,No,ENSG00000198914
LRRC3C,No,ENSG00000204913
DENND1C,No,ENSG00000205744
C18orf63,No,ENSG00000206043
TRGV10,No,ENSG00000211694
TRAJ20,No,ENSG00000211869
ATF6B,No,ENSG00000213676
IFNA14,No,ENSG00000228083
MFRP,No,ENSG00000235718
KRTAP4-16,No,ENSG00000241241
APOBEC3C,No,ENSG00000244509
BCKDHA,No,ENSG00000248098
ATP5MGL,No,ENSG00000249222
SMIM20,No,ENSG00000250317
ZNF345,No,ENSG00000251247
C8orf88,No,ENSG00000253250
TUG1,No,ENSG00000253352
PBOV1,No,ENSG00000254440
SYNJ2BP-COX16,No,ENSG00000258644
IKBKE,Yes,ENSG00000263528
ZNF224,No,ENSG00000267680
OR8D2,No,ENSG00000279116
C2orf81,No,ENSG00000284308
OR8B3,No,ENSG00000284609
ZNF195,No,ENSG00000005801
COX10,No,ENSG00000006695
DDX11,No,ENSG00000013573
NRIP2,No,ENSG00000053702
PTPRU,No,ENSG00000060656
MAOB,Yes,ENSG00000069535
CFAP20,No,ENSG00000070761
CST7,No,ENSG00000077984
MOK,Yes,ENSG00000080823
CMA1,Yes,ENSG00000092009
MYH9,No,ENSG00000100345
GMEB2,No,ENSG00000101216
RBFA,No,ENSG00000101546
CEP76,No,ENSG00000101624
CDADC1,No,ENSG00000102543
TSNAXIP1,No,ENSG00000102904
SLC7A5,No,ENSG00000103257
RPAP1,No,ENSG00000103932
TBCB,No,ENSG00000105254
ERF,No,ENSG00000105722
MEOX2,No,ENSG00000106511
ASIC2,No,ENSG00000108684
SMURF2,No,ENSG00000108854
WFS1,No,ENSG00000109501
RAD51AP1,No,ENSG00000111247
ALDH2,Yes,ENSG00000111275
TREML2,No,ENSG00000112195
ZNF346,No,ENSG00000113761
UMPS,Yes,ENSG00000114491
GCA,No,ENSG00000115271
KDM3A,No,ENSG00000115548
LCT,No,ENSG00000115850
MAGEA9,No,ENSG00000123584
KDM5C,Yes,ENSG00000126012
WDR24,No,ENSG00000127580
PHF20L1,No,ENSG00000129292
ZSCAN10,No,ENSG00000130182
LATS1,Yes,ENSG00000131023
CAPN7,No,ENSG00000131375
PNISR,No,ENSG00000132424
GGACT,No,ENSG00000134864
C9orf40,No,ENSG00000135045
KRT85,No,ENSG00000135443
TMEM132B,No,ENSG00000139364
SNRPG,No,ENSG00000143977
TRMT10A,No,ENSG00000145331
HAPLN1,No,ENSG00000145681
SYBU,No,ENSG00000147642
VAX1,No,ENSG00000148704
UEVLD,No,ENSG00000151116
IGSF10,No,ENSG00000152580
CPB1,Yes,ENSG00000153002
NECAP2,No,ENSG00000157191
CDCP2,No,ENSG00000157211
RHPN1,No,ENSG00000158106
TMEM234,No,ENSG00000160055
CELF5,No,ENSG00000161082
ZNF653,No,ENSG00000161914
TEDC2,No,ENSG00000162062
CTSS,Yes,ENSG00000163131
ZNF148,No,ENSG00000163848
LSM6,No,ENSG00000164167
RHOBTB3,No,ENSG00000164292
PPP1R36,No,ENSG00000165807
NDST2,No,ENSG00000166507
PLK1,Yes,ENSG00000166851
CXCL10,No,ENSG00000169245
ADRB2,Yes,ENSG00000169252
POLR1C,No,ENSG00000171453
KRCC1,No,ENSG00000172086
SSH3,No,ENSG00000172830
UCP2,No,ENSG00000175567
TUBB6,Yes,ENSG00000176014
ZNF683,No,ENSG00000176083
DMRTA1,No,ENSG00000176399
PIDD1,No,ENSG00000177595
CD163L1,No,ENSG00000177675
CAPS2,No,ENSG00000180881
ADGRB1,No,ENSG00000181790
SMDT1,No,ENSG00000183172
H1-5,No,ENSG00000184357
ARL15,No,ENSG00000185305
SRL,No,ENSG00000185739
ZKSCAN4,No,ENSG00000187626
CARD9,No,ENSG00000187796
FZD9,No,ENSG00000188763
ASMT,No,ENSG00000196433
SERPINA1,No,ENSG00000197249
OR2L3,No,ENSG00000198128
STYX,No,ENSG00000198252
TXNDC8,No,ENSG00000204193
STK38L,Yes,ENSG00000211455
TRAV10,No,ENSG00000211784
TRAJ33,No,ENSG00000211856
FBXO16,No,ENSG00000214050
NPTXR,No,ENSG00000221890
NT5C1B-RDH14,No,ENSG00000250741
CAPNS2,No,ENSG00000256812
ATF7-NPFF,No,ENSG00000267281
NBPF9,No,ENSG00000269713
CCL16,No,ENSG00000275152
OR8B4,No,ENSG00000280090
ETDC,No,ENSG00000283644
ZFX,No,ENSG00000005889
ANLN,No,ENSG00000011426
LAMA3,No,ENSG00000053747
EIF2AK2,Yes,ENSG00000055332
POLD1,Yes,ENSG00000062822
CD84,No,ENSG00000066294
DAZAP1,No,ENSG00000071626
KAT6A,No,ENSG00000083168
PPP6R2,No,ENSG00000100239
EMC2,No,ENSG00000104412
PTOV1,No,ENSG00000104960
KRT32,No,ENSG00000108759
GSG1,No,ENSG00000111305
QKI,No,ENSG00000112531
TAF1B,No,ENSG00000115750
TTF2,No,ENSG00000116830
CD46,No,ENSG00000117335
BLZF1,No,ENSG00000117475
IQSEC3,No,ENSG00000120645
ZCCHC17,No,ENSG00000121766
CCR2,Yes,ENSG00000121807
ZSCAN20,No,ENSG00000121903
GRM4,Yes,ENSG00000124493
ARMCX5,No,ENSG00000125962
SLC10A3,No,ENSG00000126903
DDA1,No,ENSG00000130311
TMEM160,No,ENSG00000130748
ZNF341,No,ENSG00000131061
ZNF227,No,ENSG00000131115
SNAP25,No,ENSG00000132639
COG6,No,ENSG00000133103
SLC2A11,No,ENSG00000133460
DPH6,No,ENSG00000134146
SMC2,No,ENSG00000136824
RDX,No,ENSG00000137710
WDR89,No,ENSG00000140006
ADCYAP1,No,ENSG00000141433
OSBPL1A,No,ENSG00000141447
KIF2C,No,ENSG00000142945
CELSR2,No,ENSG00000143126
XPR1,No,ENSG00000143324
HAX1,No,ENSG00000143575
SNRNP200,No,ENSG00000144028
MSRB2,No,ENSG00000148450
CLEC4F,No,ENSG00000152672
HS2ST1,No,ENSG00000153936
USP43,No,ENSG00000154914
C2CD6,No,ENSG00000155754
LDLRAP1,No,ENSG00000157978
LRRC43,No,ENSG00000158113
LCE2B,No,ENSG00000159455
U2AF1L4,No,ENSG00000161265
C1orf74,No,ENSG00000162757
FCRL1,No,ENSG00000163534
CDC25A,Yes,ENSG00000164045
PDP1,No,ENSG00000164951
SMCO4,No,ENSG00000166002
MFAP4,No,ENSG00000166482
COQ4,No,ENSG00000167113
TBC1D16,No,ENSG00000167291
MAPK1IP1L,No,ENSG00000168175
RNF181,No,ENSG00000168894
CTRB1,Yes,ENSG00000168925
NPTX1,No,ENSG00000171246
MOB1B,No,ENSG00000173542
ADGRE1,No,ENSG00000174837
DOLK,No,ENSG00000175283
SCUBE2,No,ENSG00000175356
RUVBL1,No,ENSG00000175792
DEAF1,No,ENSG00000177030
GALNT11,No,ENSG00000178234
PLD6,No,ENSG00000179598
ANKRD30B,No,ENSG00000180777
KRT79,No,ENSG00000185640
FCAR,No,ENSG00000186431
SMIM29,No,ENSG00000186577
SELENOV,No,ENSG00000186838
OR13C8,No,ENSG00000186943
SPATA21,No,ENSG00000187144
KRT12,No,ENSG00000187242
PRAMEF10,No,ENSG00000187545
LAMB3,No,ENSG00000196878
RAD54B,No,ENSG00000197275
CCDC152,No,ENSG00000198865
DZIP3,No,ENSG00000198919
LST1,No,ENSG00000204482
ERICH4,No,ENSG00000204978
KLRC2,No,ENSG00000205809
NPIPA8,No,ENSG00000214940
CEBPZOS,No,ENSG00000218739
IGKV3D-7,No,ENSG00000228325
ORM1,No,ENSG00000229314
MDFIC2,No,ENSG00000242120
ERVW-1,No,ENSG00000242950
OR5M11,No,ENSG00000255223
TRAPPC2B,No,ENSG00000256060
ZNF207,No,ENSG00000010244
CYP24A1,Yes,ENSG00000019186
DTNBP1,No,ENSG00000047579
TRAPPC3,No,ENSG00000054116
HPF1,No,ENSG00000056050
INTS13,No,ENSG00000064102
SBNO2,No,ENSG00000064932
FTSJ1,No,ENSG00000068438
MAST4,Yes,ENSG00000069020
TUBE1,Yes,ENSG00000074935
CLDND1,No,ENSG00000080822
MGST2,No,ENSG00000085871
NUDC,No,ENSG00000090273
TOX4,No,ENSG00000092203
ITPR3,Yes,ENSG00000096433
MCM5,No,ENSG00000100297
USP10,No,ENSG00000103194
RHBDL1,No,ENSG00000103269
ZNF175,No,ENSG00000105497
PDAP1,No,ENSG00000106244
DDX50,No,ENSG00000107625
BIRC2,Yes,ENSG00000110330
NAA25,No,ENSG00000111300
RNF130,No,ENSG00000113269
TUSC2,No,ENSG00000114383
MORN1,No,ENSG00000116151
TNFSF18,No,ENSG00000120337
TAF12,No,ENSG00000120656
RPL5,No,ENSG00000122406
MAX,No,ENSG00000125952
ARMCX1,No,ENSG00000126947
AUNIP,No,ENSG00000127423
HP1BP3,No,ENSG00000127483
TNS4,No,ENSG00000131746
DDC,Yes,ENSG00000132437
MTUS2,No,ENSG00000132938
MEIS2,No,ENSG00000134138
REG4,No,ENSG00000134193
GPR55,Yes,ENSG00000135898
PHF11,No,ENSG00000136147
VPS37B,No,ENSG00000139722
PCTP,No,ENSG00000141179
C1orf94,No,ENSG00000142698
SF3B4,No,ENSG00000143368
TBC1D32,No,ENSG00000146350
PRDM14,No,ENSG00000147596
ZNG1E,No,ENSG00000147996
STOM,No,ENSG00000148175
SYCP2L,No,ENSG00000153157
CFAP161,No,ENSG00000156206
SIGLEC11,No,ENSG00000161640
LRP5,No,ENSG00000162337
MATN1,No,ENSG00000162510
HENMT1,No,ENSG00000162639
OXR1,No,ENSG00000164830
PHYHIPL,No,ENSG00000165443
LEO1,No,ENSG00000166477
GPR182,Yes,ENSG00000166856
GREM1,No,ENSG00000166923
VSTM2A,No,ENSG00000170419
GARIN3,No,ENSG00000170613
CAVIN3,No,ENSG00000170955
ATP6V0E2,No,ENSG00000171130
FRG2C,No,ENSG00000172969
SPTBN2,No,ENSG00000173898
AKIRIN1,No,ENSG00000174574
PCP2,No,ENSG00000174788
NDUFA11,No,ENSG00000174886
PDIK1L,Yes,ENSG00000175087
EFCAB5,No,ENSG00000176927
RBM44,No,ENSG00000177483
TSPYL6,No,ENSG00000178021
LCORL,No,ENSG00000178177
RNF212,No,ENSG00000178222
MRGPRX4,Yes,ENSG00000179817
SSC5D,No,ENSG00000179954
ARSJ,No,ENSG00000180801
WBP2NL,No,ENSG00000183066
ARSI,No,ENSG00000183876
C2orf76,No,ENSG00000186132
MINAR2,No,ENSG00000186367
AKR1C1,Yes,ENSG00000187134
KBTBD12,Yes,ENSG00000187715
EIF4EBP1,No,ENSG00000187840
MORN2,No,ENSG00000188010
OR2AG2,No,ENSG00000188124
ASTL,No,ENSG00000188886
FAM177B,No,ENSG00000197520
SOWAHC,No,ENSG00000198142
ZNF583,No,ENSG00000198440
CTNND1,No,ENSG00000198561
LAYN,No,ENSG00000204381
TRGV3,No,ENSG00000211699
TRAV21,No,ENSG00000211801
TRAJ25,No,ENSG00000211864
TRAJ4,No,ENSG00000211885
MINDY4B,No,ENSG00000214237
PCDHGA12,No,ENSG00000253159
IGHV3OR16-8,No,ENSG00000271130
EPOP,No,ENSG00000273604
CSNKA2IP,No,ENSG00000283434
ENSG00000286135,No,ENSG00000286135
TFAP2D,No,ENSG00000008197
HHATL,No,ENSG00000010282
BID,No,ENSG00000015475
VIM,No,ENSG00000026025
TRAF3IP2,No,ENSG00000056972
GDI2,No,ENSG00000057608
UBE2D1,No,ENSG00000072401
WDR7,No,ENSG00000091157
BMP7,No,ENSG00000101144
TNNC2,No,ENSG00000101470
EIF3E,No,ENSG00000104408
DMAC2,No,ENSG00000105341
CD79A,No,ENSG00000105369
PPP3CB,No,ENSG00000107758
SLC29A1,Yes,ENSG00000112759
CLK4,Yes,ENSG00000113240
DPYSL3,No,ENSG00000113657
SELENOK,No,ENSG00000113811
GNAT1,No,ENSG00000114349
TCEANC2,No,ENSG00000116205
BCAS2,No,ENSG00000116752
SLC19A2,No,ENSG00000117479
PLPPR5,No,ENSG00000117598
RCOR3,No,ENSG00000117625
GLE1,No,ENSG00000119392
INVS,No,ENSG00000119509
ACOT2,No,ENSG00000119673
PPP4R4,No,ENSG00000119698
NR2C1,Yes,ENSG00000120798
OCRL,No,ENSG00000122126
PEX6,No,ENSG00000124587
LRRFIP1,No,ENSG00000124831
TBC1D5,No,ENSG00000131374
NASP,No,ENSG00000132780
CHRM3,Yes,ENSG00000133019
DSC3,No,ENSG00000134762
CIB2,No,ENSG00000136425
TMEM14B,No,ENSG00000137210
LHCGR,Yes,ENSG00000138039
DYRK3,Yes,ENSG00000143479
TRIM50,No,ENSG00000146755
ZNF157,No,ENSG00000147117
TMEM18,No,ENSG00000151353
DST,No,ENSG00000151914
TRIP12,No,ENSG00000153827
LRRK1,Yes,ENSG00000154237
ASGR2,No,ENSG00000161944
DDR2,Yes,ENSG00000162733
OLFML2B,No,ENSG00000162745
EN1,No,ENSG00000163064
SLC29A4,No,ENSG00000164638
FBP1,Yes,ENSG00000165140
KIAA1958,No,ENSG00000165185
MS4A8,No,ENSG00000166959
PROSER3,No,ENSG00000167595
FAM83B,No,ENSG00000168143
THAP9,No,ENSG00000168152
CHTF8,No,ENSG00000168802
ACTBL2,No,ENSG00000169067
CALML6,No,ENSG00000169885
FABP4,Yes,ENSG00000170323
KRT8,No,ENSG00000170421
NFXL1,No,ENSG00000170448
KRT72,No,ENSG00000170486
MSANTD4,No,ENSG00000170903
PAH,Yes,ENSG00000171759
RCAN2,No,ENSG00000172348
ARV1,No,ENSG00000173409
KLK15,No,ENSG00000174562
GAL3ST3,No,ENSG00000175229
ZDHHC21,No,ENSG00000175893
RPS6KA3,Yes,ENSG00000177189
TSHZ1,No,ENSG00000179981
C11orf42,No,ENSG00000180878
OR6S1,No,ENSG00000181803
RPS17,No,ENSG00000182774
NAA38,No,ENSG00000183011
KREMEN1,No,ENSG00000183762
OR51M1,No,ENSG00000184698
PRR16,No,ENSG00000184838
LCE3A,No,ENSG00000185962
USP7,Yes,ENSG00000187555
HEPACAM2,No,ENSG00000188175
H2AX,No,ENSG00000188486
FAM25G,No,ENSG00000189090
RRP7A,No,ENSG00000189306
ZNF836,No,ENSG00000196267
TOMM7,No,ENSG00000196683
ZBTB14,No,ENSG00000198081
ZNF587,No,ENSG00000198466
MZT1,No,ENSG00000204899
TRAV26-1,No,ENSG00000211807
IGHV2-70D,No,ENSG00000211974
GPSM3,No,ENSG00000213654
IGHV3-74,No,ENSG00000224650
GPX1,No,ENSG00000233276
DCANP1,No,ENSG00000251380
TRDV3,No,ENSG00000256590
IGKV1D-13,No,ENSG00000276566
MARCKS,No,ENSG00000277443
BLTP2,No,ENSG00000007202
UTP18,No,ENSG00000011260
BORCS8-MEF2B,No,ENSG00000064489
EYA2,No,ENSG00000064655
DDX20,No,ENSG00000064703
RBMS2,No,ENSG00000076067
SNX5,No,ENSG00000089006
TNRC6A,No,ENSG00000090905
PES1,No,ENSG00000100029
LYRM1,No,ENSG00000102897
ARL2BP,No,ENSG00000102931
METRN,No,ENSG00000103260
ATP8B4,No,ENSG00000104043
KLC3,No,ENSG00000104892
BABAM1,No,ENSG00000105393
RASIP1,No,ENSG00000105538
PIGL,No,ENSG00000108474
NFKB1,Yes,ENSG00000109320
SLC6A12,Yes,ENSG00000111181
KIF20A,No,ENSG00000112984
ABTB1,No,ENSG00000114626
FAHD2A,No,ENSG00000115042
PPP1R7,No,ENSG00000115685
DCAF17,No,ENSG00000115827
AFTPH,No,ENSG00000119844
LY9,No,ENSG00000122224
CPNE5,No,ENSG00000124772
KIR2DL1,No,ENSG00000125498
MLLT1,No,ENSG00000130382
VPS13B,No,ENSG00000132549
DCLK1,Yes,ENSG00000133083
WNT10A,No,ENSG00000135925
MED4,No,ENSG00000136146
RPS6,No,ENSG00000137154
FGFBP2,No,ENSG00000137441
KIF20B,No,ENSG00000138182
SLC40A1,No,ENSG00000138449
USP3,No,ENSG00000140455
TICRR,No,ENSG00000140534
HHIPL2,No,ENSG00000143512
PTPN7,Yes,ENSG00000143851
SLC4A10,No,ENSG00000144290
NOM1,No,ENSG00000146909
NDUFC2,No,ENSG00000151366
SLC25A4,No,ENSG00000151729
KCNK13,Yes,ENSG00000152315
GPR78,Yes,ENSG00000155269
RAB11FIP1,No,ENSG00000156675
CES5A,Yes,ENSG00000159398
CYP3A7,Yes,ENSG00000160870
ZNF333,No,ENSG00000160961
MRNIP,No,ENSG00000161010
RFT1,No,ENSG00000163933
FOXQ1,No,ENSG00000164379
CTHRC1,No,ENSG00000164932
OR4D6,No,ENSG00000166884
RSKR,No,ENSG00000167524
SNRNP48,No,ENSG00000168566
THBS3,No,ENSG00000169231
DENND5B,No,ENSG00000170456
LMOD2,No,ENSG00000170807
PLAC1,No,ENSG00000170965
EPHX4,No,ENSG00000172031
DEFB104A,No,ENSG00000176782
ARIH2,No,ENSG00000177479
C11orf71,No,ENSG00000180425
TBK1,Yes,ENSG00000183735
HGS,No,ENSG00000185359
DBX2,No,ENSG00000185610
OR4C46,No,ENSG00000185926
AIDA,No,ENSG00000186063
PRELID2,No,ENSG00000186314
CEACAM19,No,ENSG00000186567
FBLL1,No,ENSG00000188573
ZNF177,No,ENSG00000188629
OR14I1,No,ENSG00000189181
FAM217B,No,ENSG00000196227
TECPR2,No,ENSG00000196663
ZNF655,No,ENSG00000197343
STMN3,No,ENSG00000197457
RPS6KL1,Yes,ENSG00000198208
QRICH1,No,ENSG00000198218
NTRK1,Yes,ENSG00000198400
TAP2,No,ENSG00000204267
PRAMEF20,No,ENSG00000204478
SMIM45,No,ENSG00000205704
C1QTNF9B,No,ENSG00000205863
IGHV2-26,No,ENSG00000211951
STARD10,No,ENSG00000214530
CDC14C,No,ENSG00000218305
PSG3,No,ENSG00000221826
OR2F2,No,ENSG00000221910
DECR2,No,ENSG00000242612
GIMD1,No,ENSG00000250298
PCDHGA3,No,ENSG00000254245
LY6G6E,No,ENSG00000255552
AKR1C8,No,ENSG00000264006
DDX52,No,ENSG00000278053
ETV1,No,ENSG00000006468
XK,No,ENSG00000047597
ANAPC4,No,ENSG00000053900
SOAT1,Yes,ENSG00000057252
ATP2B4,Yes,ENSG00000058668
LGMN,No,ENSG00000100600
SLC7A6,No,ENSG00000103064
JAK3,Yes,ENSG00000105639
GARS1,No,ENSG00000106105
ACTA2,No,ENSG00000107796
RND2,No,ENSG00000108830
ELMOD1,No,ENSG00000110675
CCNC,No,ENSG00000112237
SLC16A10,No,ENSG00000112394
UBE3A,No,ENSG00000114062
RPS15,No,ENSG00000115268
FN1,No,ENSG00000115414
CD274,No,ENSG00000120217
KDM3B,No,ENSG00000120733
FABP3,No,ENSG00000121769
SNRNP27,No,ENSG00000124380
RAB17,No,ENSG00000124839
SOX9,No,ENSG00000125398
EDN2,No,ENSG00000127129
SCLY,No,ENSG00000132330
LOXL2,No,ENSG00000134013
ARF3,No,ENSG00000134287
ANO3,No,ENSG00000134343
IL6ST,No,ENSG00000134352
MSI1,No,ENSG00000135097
C7orf25,No,ENSG00000136197
TTLL7,No,ENSG00000137941
OLA1,No,ENSG00000138430
PPFIA2,No,ENSG00000139220
LGR5,Yes,ENSG00000139292
DNAJA4,No,ENSG00000140403
TNFRSF11A,No,ENSG00000141655
IL22RA1,No,ENSG00000142677
FBXO28,No,ENSG00000143756
ZC3H8,No,ENSG00000144161
HES6,No,ENSG00000144485
CENPC,No,ENSG00000145241
CXCL13,No,ENSG00000156234
TPRG1L,No,ENSG00000158109
CATIP,No,ENSG00000158428
ACE,Yes,ENSG00000159640
CAMK2N1,No,ENSG00000162545
ALB,Yes,ENSG00000163631
CXCL1,No,ENSG00000163739
ZNF589,No,ENSG00000164048
TEX264,No,ENSG00000164081
FRMD7,No,ENSG00000165694
SLC6A5,Yes,ENSG00000165970
PLIN1,No,ENSG00000166819
SGSM1,No,ENSG00000167037
MIS12,No,ENSG00000167842
EVPL,No,ENSG00000167880
HOOK3,No,ENSG00000168172
TNXB,No,ENSG00000168477
RFNG,No,ENSG00000169733
KSR2,Yes,ENSG00000171435
OGFOD3,No,ENSG00000181396
MACC1,No,ENSG00000183742
BTBD6,No,ENSG00000184887
NT5C1B,No,ENSG00000185013
NSMCE3,No,ENSG00000185115
ZPBP2,No,ENSG00000186075
ANKRD37,No,ENSG00000186352
FAM9C,No,ENSG00000187268
ZFTRAF1,No,ENSG00000187954
SLC24A5,No,ENSG00000188467
THEM5,No,ENSG00000196407
SIPA1L1,No,ENSG00000197555
ZKSCAN8,No,ENSG00000198315
SH2D1B,No,ENSG00000198574
RUSC2,No,ENSG00000198853
DEFB121,No,ENSG00000204548
TRAV7,No,ENSG00000211781
EBLN1,No,ENSG00000223601
PIRT,No,ENSG00000233670
H2BC15,No,ENSG00000233822
MTRNR2L5,No,ENSG00000249860
NPIPB8,No,ENSG00000255524
THTPA,No,ENSG00000259431
MMP12,No,ENSG00000262406
SPATA20,No,ENSG00000006282
ALDH3B1,Yes,ENSG00000006534
UBR7,No,ENSG00000012963
RNH1,No,ENSG00000023191
RNF19A,No,ENSG00000034677
YBX3,No,ENSG00000060138
BCAT1,Yes,ENSG00000060982
ASB1,No,ENSG00000065802
TBC1D1,No,ENSG00000065882
EIF2B3,No,ENSG00000070785
MYO3B,Yes,ENSG00000071909
WSCD2,No,ENSG00000075035
N4BP2,No,ENSG00000078177
CDH7,No,ENSG00000081138
COL19A1,No,ENSG00000082293
CRAT,No,ENSG00000095321
DDX17,No,ENSG00000100201
DDHD1,No,ENSG00000100523
MAGED2,No,ENSG00000102316
FNDC3A,No,ENSG00000102531
CDIPT,No,ENSG00000103502
HERC1,No,ENSG00000103657
MDM1,No,ENSG00000111554
MAN1A1,No,ENSG00000111885
BACH2,No,ENSG00000112182
SENP6,Yes,ENSG00000112701
GHR,No,ENSG00000112964
EIF2B4,No,ENSG00000115211
OTX1,No,ENSG00000115507
PPL,No,ENSG00000118898
DNAH7,No,ENSG00000118997
NEK9,Yes,ENSG00000119638
NEUROG3,No,ENSG00000122859
CIT,Yes,ENSG00000122966
ATP7B,No,ENSG00000123191
FBXL16,No,ENSG00000127585
NDUFA10,No,ENSG00000130414
HIP1R,No,ENSG00000130787
OR13C9,No,ENSG00000136839
PPP2R1B,No,ENSG00000137713
CENPE,No,ENSG00000138778
NDUFA9,No,ENSG00000139180
ZNF287,No,ENSG00000141040
PLPP2,No,ENSG00000141934
ANO7,No,ENSG00000146205
ZMYM4,No,ENSG00000146463
PROSER2,No,ENSG00000148426
NCAM1,No,ENSG00000149294
UBC,No,ENSG00000150991
CCDC3,No,ENSG00000151468
TADA1,No,ENSG00000152382
MMP21,Yes,ENSG00000154485
FRRS1,No,ENSG00000156869
HTR5A,Yes,ENSG00000157219
CPA5,No,ENSG00000158525
ISL2,No,ENSG00000159556
TFF3,No,ENSG00000160180
KRT82,No,ENSG00000161850
SLC30A7,No,ENSG00000162695
TSACC,No,ENSG00000163467
EMCN,No,ENSG00000164035
SMIM43,No,ENSG00000164112
RELL2,No,ENSG00000164620
CYBB,Yes,ENSG00000165168
ZNF143,No,ENSG00000166478
SNRPD1,No,ENSG00000167088
RNF187,No,ENSG00000168159
ING5,No,ENSG00000168395
AVEN,No,ENSG00000169857
UBE2E1,No,ENSG00000170142
SDR9C7,No,ENSG00000170426
PRND,No,ENSG00000171864
SP3,No,ENSG00000172845
TRIB1,No,ENSG00000173334
IRX3,No,ENSG00000177508
C14orf39,No,ENSG00000179008
GCC1,No,ENSG00000179562
MB21D2,No,ENSG00000180611
ASB7,No,ENSG00000183475
CEND1,No,ENSG00000184524
BICD2,No,ENSG00000185963
ZNF70,No,ENSG00000187792
GFRAL,No,ENSG00000187871
TCEAL3,No,ENSG00000196507
IFNL3,No,ENSG00000197110
ZNF335,No,ENSG00000198026
ZNF525,No,ENSG00000203326
OR2W1,No,ENSG00000204704
TRBV5-5,No,ENSG00000211725
TRBV27,No,ENSG00000211752
IGHD3-10,No,ENSG00000211923
FAM187A,No,ENSG00000214447
NBPF1,No,ENSG00000219481
PARG,No,ENSG00000227345
OR5H1,No,ENSG00000231192
OR2W3,No,ENSG00000238243
LHX1,No,ENSG00000273706
GET1-SH3BGR,No,ENSG00000285815
ENSG00000286190,No,ENSG00000286190
FGR,Yes,ENSG00000000938
VSIG2,No,ENSG00000019102
