,Protein,ENSG,UniProt,Source,Score,disease_id
206,CHMP4C,ENSG00000164695,Q96CF2,uniprot_swissprot,0.37050380432141355,MONDO_0100096
207,RPS8,ENSG00000142937,P62241,uniprot_swissprot,0.3704114093577423,MONDO_0100096
208,ANO1,ENSG00000131620,Q5XXA6,uniprot_swissprot,0.3704114093577423,MONDO_0100096
209,PRMT1,ENSG00000126457,Q99873,uniprot_swissprot,0.37031901439407117,MONDO_0100096
210,GANAB,ENSG00000089597,Q14697,uniprot_swissprot,0.37031901439407117,MONDO_0100096
211,PDPK1,ENSG00000140992,O15530,uniprot_swissprot,0.37031901439407117,MONDO_0100096
212,RPS20,ENSG00000008988,P60866,uniprot_swissprot,0.37027281691223557,MONDO_0100096
213,RPS15,ENSG00000115268,P62841,uniprot_swissprot,0.37027281691223557,MONDO_0100096
214,VCP,ENSG00000165280,P55072,uniprot_swissprot,0.37022661943040003,MONDO_0100096
215,ADRA2B,ENSG00000274286,P18089,uniprot_swissprot,0.37019519257200845,MONDO_0100096
216,RPS9,ENSG00000170889,P46781,uniprot_swissprot,0.37013422446672883,MONDO_0100096
