drugId,smiles,MW,HBA,HBD,LogP,AtomNum,MolRefractivity,RotBond,TPSA,Charge,HeavyAtom,RingNum,Violation(s)_ro5,Lipinski_ro5,Ghose,Veber,REOS,QED,phase,Flag
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.447,5,1,3.1596,25,97.8777,7,68.29,0,25,3,0,0,0,0,0,1,2,1
CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.574,5,1,4.5856,30,115.4548,6,72.83,0,30,3,0,0,0,0,0,1,2,1
CHEMBL4297526,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,439.313,6,0,4.18352,28,109.868,4,69.37,0,28,4,0,0,0,0,0,1,2,1
CHEMBL1201023,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,305.849,2,0,4.08442,21,91.218,6,12.47,0,21,2,0,0,0,0,0,1,4,1
CHEMBL596802,CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1,281.421,3,0,2.6795,19,78.2578,4,37.38,0,19,2,0,0,1,0,0,0,2,1
CHEMBL3545010,CCN1CCC(c2cccc(S(C)(=O)=O)c2F)CC1,285.384,3,0,2.4285,19,73.5988,3,37.38,0,19,2,0,0,1,0,0,0,1,1
CHEMBL1201142,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,267.35,4,2,1.4007,18,71.8123,2,66.4,0,18,2,0,0,1,0,0,0,4,1
CHEMBL778,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.285,2,1,3.17834,15,62.0207,2,28.68,0,15,2,0,0,1,0,0,0,4,1
CHEMBL49080,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,277.195,3,4,2.9971,17,73.5899,3,58.28,0,17,1,0,0,1,0,0,0,2,1
CHEMBL3694769,Nc1nc(-n2cccn2)nc(-n2cccn2)c1Br,306.127,7,2,1.1927,18,68.3884,2,87.44,0,18,3,0,0,1,0,0,0,1,1
CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.349,4,3,2.3681,22,82.6701,7,64.35,0,22,2,0,0,0,0,0,1,4,1
CHEMBL4297184,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1,407.434,10,2,2.12072,30,107.3214,6,127,0,30,5,0,0,0,0,0,1,1,1
CHEMBL345237,O=C1c2ccccc2OC=C(Cl)N1CCCCN1CC=C(c2ccccn2)CC1,409.917,5,0,4.5234,29,114.5475,6,45.67,0,29,4,0,0,0,0,0,1,2,1
CHEMBL45,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,232.283,4,2,1.8551,17,67.2384,4,54.12,0,17,2,0,0,1,0,0,0,4,1
CHEMBL1201010,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,422.493,6,2,2.4445,30,105.0386,3,100.9,0,30,4,0,0,0,0,0,1,2,1
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.512,7,0,2.0882,28,106.774,6,69.64,0,28,4,0,0,0,0,0,1,3,1
CHEMBL1201342,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,309.478,1,0,5.015,22,93.688,2,3.24,0,22,4,1,0,0,0,0,1,4,1
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,236.274,3,2,3.3872,18,73.5344,0,46.33,0,18,3,0,0,1,0,0,0,1,1
CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,237.73,2,1,2.8978,16,65.6647,2,29.1,0,16,2,0,0,1,0,0,0,2,1
CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,269.388,2,0,3.66262,20,83.97,6,12.47,0,20,2,0,0,0,0,0,1,4,1
CHEMBL2105747,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,406.508,8,2,2.5202,28,109.6535,3,87.16,0,28,4,0,0,0,0,0,1,3,1
CHEMBL462605,Clc1ccc(CCCOCCCN2CCCCC2)cc1,295.854,2,0,4.1652,20,85.5,8,12.47,0,20,2,0,0,0,0,0,1,3,1
CHEMBL1206,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,312.482,2,0,5.0196,22,96.396,5,6.48,0,22,3,1,0,0,0,0,1,4,1
CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,384.436,8,0,2.1241,28,109.056,6,80.28,0,28,3,0,0,0,0,0,1,4,1
CHEMBL4089083,O/N=c1\cc(-c2cc3sccc3cn2)oc2ccc(CCCN3CCOCC3)cc12,421.522,6,1,4.2642,30,117.7575,5,71.09,0,30,5,0,0,0,0,0,1,2,1
CHEMBL4105630,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,409.574,5,1,4.34368,30,113.1728,3,78.91,0,30,5,0,0,0,0,0,1,2,1
CHEMBL1200411,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,296.842,3,1,3.2675,20,86.7497,7,32.34,0,20,2,0,0,0,0,0,1,4,1
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.587,10,1,1.6109,33,125.9855,7,113.42,0,33,4,0,0,0,0,0,1,2,1
CHEMBL1076903,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,211.268,3,1,1.8039,16,62.5067,0,37.81,0,16,4,0,0,1,0,0,0,4,1
CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,427.564,5,1,4.6665,31,121.4727,8,44.81,0,31,3,0,0,0,0,0,1,4,1
CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,273.357,3,2,2.01,19,76.9308,5,66.15,0,19,2,0,0,1,0,0,0,2,1
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,297.423,2,1,4.6309,21,90.1797,6,21.26,0,21,3,0,0,0,0,0,1,3,1
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,425.92,7,2,3.3532,30,119.4554,5,78.82,0,30,5,0,0,0,0,0,1,4,1
CHEMBL1201236,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,226.232,6,6,-0.0531,16,56.8395,4,115.81,0,16,1,1,0,1,0,0,0,4,1
CHEMBL503,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.547,5,1,4.1955,29,110.8378,6,72.83,0,29,3,0,0,0,0,0,1,2,1
CHEMBL1218,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,259.349,3,1,2.5676,19,74.6207,4,38.33,0,19,3,0,0,1,0,0,0,4,1
CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,233.311,3,1,2.0853,17,66.8407,3,38.33,0,17,2,0,0,1,0,0,0,4,1
CHEMBL3182733,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,302.271,4,5,1.6011,17,78.7429,3,82.44,0,17,2,0,0,1,0,0,0,4,1
CHEMBL4594351,Cc1c(Cc2ccc(-n3cccn3)cc2)cc2c(c1F)CN([C@H]1COCC[C@@H]1O)C2=O,421.472,6,1,3.01622,31,112.6113,4,67.59,0,31,5,0,0,0,0,0,1,2,1
CHEMBL2103832,CN1CCN(c2cccc3[nH]c(=O)oc23)CC1,233.271,5,1,0.8729,17,66.5447,1,52.48,0,17,3,0,0,1,0,0,0,3,1
CHEMBL3421729,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,450.406,4,2,4.7462,30,121.0656,6,60.77,0,30,3,0,0,0,0,0,1,1,1
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,379.5,4,0,4.3611,28,110.1305,6,38.77,0,28,4,0,0,0,0,0,1,4,1
CHEMBL1200383,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,403.544,5,1,3.9218,28,110.8796,4,66.84,0,28,4,0,0,0,0,0,1,4,1
CHEMBL4297594,CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21,253.327,5,2,1.81219,17,68.8314,4,62.81,0,17,2,0,0,1,0,0,0,2,1
CHEMBL1303,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,315.482,2,1,4.2657,22,93.8068,6,23.47,0,22,3,0,0,0,0,0,1,4,1
CHEMBL48582,CS(=O)(=O)O.C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,398.456,7,4,1.8721,27,100.1427,7,118.72,0,27,2,0,0,0,0,0,1,4,1
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,250.342,4,0,2.7597,18,72.872,4,32.78,0,18,1,0,0,1,0,0,0,4,1
CHEMBL1255582,CCC1(c2c[nH]cn2)Cc2ccc(F)cc2C1,230.286,2,1,2.9954,17,64.3647,2,28.68,0,17,3,0,0,1,0,0,0,2,1
CHEMBL59,NCCc1ccc(O)c(O)c1,153.181,3,4,0.599,11,42.53,2,66.48,0,11,1,0,0,1,0,1,0,4,2
CHEMBL4594447,CCCNCCOc1cc(F)cc(S(C)(=O)=O)c1,275.345,4,1,1.6076,18,68.1655,7,55.4,0,18,1,0,0,1,0,0,1,2,2
CHEMBL812,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],261.119,4,0,-2.4245,14,47.329,1,33.42,0,14,1,0,0,1,0,1,0,2,2
